pool	block	ident	line	budget	record	text
0x1c79f2cb	0x230	0xd1	2	48	240	by using wooden boxes as a platform.
0x1c79f2cb	0x310	0xbd	0	61	240	My friends and I used to play on the roof a lot.
0x1c79f2cb	0x310	0xbd	1	52	240	But if mi viejo saw us he would hit us.
0x1c79f2cb	0x3d0	0x78	0	71	240	Why haven't you tried the roof? Afraid of heights?
0x1c79f2cb	0x450	0x62	0	55	240	Couldn't you get over there by hanging?
0x1c79f2cb	0x4c0	0x6a	0	55	240	I bet you could get over there by hanging.
0x1c79f2cb	0x530	0x80	0	71	240	Don't want to try hanging? Scared you'll fall off?
0x1c79f2cb	0x5b0	0xec	0	82	240	I guess the only way to get around on that roof is by rolling...
0x1c79f2cb	0x5b0	0xec	1	79	240	and I bet the enemy doesn't even have a clue you're up there.
0x1c79f2cb	0x6a0	0xcd	0	67	240	What was that thing called...when you do that flip? Rolling?
0x1c79f2cb	0x6a0	0xcd	1	63	240	If you do that, I think you could jump over to the roof!
0x1c79f2cb	0x770	0xb0	0	39	240	You do not need a ladder.
0x1c79f2cb	0x770	0xb0	1	58	240	You could just do a roll to get to the roof.
0x1c79f2cb	0x820	0xd0	0	78	240	That roll was amazing! It was like something out of the circus.
0x1c79f2cb	0x820	0xd0	1	51	240	I wouldn't mind seeing that again...
0x1c79f2cb	0x8f0	0x79	0	71	240	You're headed for a base they've done up as a mine.
0x1c79f2cb	0x970	0xa1	0	21	240	Snake,
0x1c79f2cb	0x970	0xa1	1	77	240	head for the underground base that's been disguised as a mine.
0x1c79f2cb	0xa20	0x7f	0	71	240	Looks like the base you're after has been made to look like a mine.
0x1c79f2cb	0xaa0	0x69	0	55	240	Kyohhh kyohhh. ...Hm? Oh, have you had enough?
0x1c79f2cb	0xb10	0x66	0	55	240	Hey, what's that cardboard box doing there?
0x1c79f2cb	0xb80	0x85	0	87	240	I don't like the looks of that box. Better check it out, Snake.
0x1c7a72cb	0x0	0xb5	0	39	246	Get rid of the Cocoon!
0x1c7a72cb	0x0	0xb5	1	74	246	If anybody can handle something this big, it's you, Boss!
0x1c7a72cb	0xc0	0x67	0	55	246	Neutralize the Cocoon AI weapon!
0x1c7a72cb	0x130	0xad	0	52	246	There's no turning back now, Snake!
0x1c7a72cb	0x130	0xad	1	45	246	Wipe out the enemy! Move on!
0x1c7a72cb	0x1e0	0x83	0	87	246	Wide open areas are a sniper's playground. Be ready.
0x1c7a72cb	0x270	0x7e	0	71	246	Watch out for long-range sniper attacks!
0x1c7a72cb	0x2f0	0x62	0	55	246	You'll just have to neutralize them all!
0x1c7a72cb	0x360	0x58	0	39	246	OK, here comes the last of 'em!
0x1c7a72cb	0x3c0	0x7d	0	71	246	You're nearly there, but do not let your guard down!
0x1c7a72cb	0x440	0x128	0	62	246	Non-lethal weapons against an AI machine?
0x1c7a72cb	0x440	0x128	1	84	246	What do you think this is, shootin' squirrels in the backyard?!
0x1c7a72cb	0x440	0x128	2	58	246	Get back here and get organized, now!
0x1c7a72cb	0x570	0x13d	0	63	246	THAT'S your gear?! What were you thinking?!
0x1c7a72cb	0x570	0x13d	1	90	246	You can't go up against the enemy like that. You won't stand a chance!
0x1c7a72cb	0x570	0x13d	2	66	246	Come back and give yourself a fighting chance.
0x1c7a72cb	0x6b0	0xc0	0	52	246	You think you can beat the enemy with THAT?!
0x1c7a72cb	0x6b0	0xc0	1	61	246	Go and equip yourself with some decent weapons first!
0x1c7a72cb	0x770	0x11a	0	83	246	You won't even hurt their feelings with the weapons you've got now!
0x1c7a72cb	0x770	0x11a	1	37	246	You need to come back
0x1c7a72cb	0x770	0x11a	2	69	246	and select some gear that'll actually do some damage.
0x1c7a72cb	0x890	0x7e	0	71	246	Destroy its weapons and you won't have to worry about getting killed!
0x1c7a72cb	0x910	0xd3	0	71	246	That extra armor wasn't part of my original design.
0x1c7a72cb	0x910	0xd3	1	75	246	They didn't do a very good job of installing it either.
0x1c7a72cb	0x9f0	0x6f	0	55	246	The AI pod is on top of the main cannon.
0x1c7a72cb	0xa60	0x75	0	71	246	You could try taking out its weapons first.
0x1c7a72cb	0xae0	0x8f	0	87	246	Is there no way to strip off the additional armor they've attached to it?
0x1c7a72cb	0xb70	0x83	0	87	246	There's an AI pod on top of the main gun. Aim for that!
0x1c7a72cb	0xc00	0xae	0	67	246	You won’t be able to get onto it when it's moving like that.
0x1c7a72cb	0xc00	0xae	1	31	246	First stop it from moving!
0x1c7a72cb	0xcb0	0xb8	0	47	246	To get inside the AI pod...
0x1c7a72cb	0xcb0	0xb8	1	66	246	I guess the only way is to jump onto the tank.
0x1c7a72cb	0xd70	0xba	0	64	246	Try to get it to overheat - that'd stop it in its tracks!
0x1c7a72cb	0xd70	0xba	1	49	246	Aim for the radiator on the belly section.
0x1c7a72cb	0xe30	0xa8	0	48	246	The steam should tell you exactly
0x1c7a72cb	0xe30	0xa8	1	50	246	where the radiator is on the belly.
0x1c7a72cb	0xee0	0x7a	0	71	246	Now! Jump onto it from the high area in the front!
0x1c7a72cb	0xf60	0x63	0	55	246	You've got to stop that turret!
0x1c7a72cb	0xfd0	0x6b	0	55	246	The AI pod is only lightly armored!
0x1c7a72cb	0x1040	0x8b	0	87	246	It's too dangerous to proceed like that. Take out its firepower first!
0x1c7a72cb	0x10d0	0x5a	0	39	246	Aim for the auxiliary radiator!
0x1c7a72cb	0x1130	0x7f	0	71	246	You see the steam? That's where the auxiliary radiator is!
0x1c7a72cb	0x11b0	0x69	0	55	246	When's that heat gonna start adding up?
0x1c7a72cb	0x1220	0xd1	0	67	246	That thing's covered in armor from head to toe.
0x1c7a72cb	0x1220	0xd1	1	79	246	Why don't you start by taking out its armaments one by one?
0x1c7a72cb	0x1300	0x91	0	103	246	Attack the AI pod to destroy its hatch! It's the cylindrical structure!
0x1c7a72cb	0x13a0	0x7f	0	71	246	Shoot the pod already! You haven't stopped it from moving!
0x1c7a72cb	0x1420	0x81	0	87	246	Hurry up and get in the AI pod! Otherwise it'll reactivate.
0x1c7a72cb	0x14b0	0xa8	0	45	246	Aim for the joints on the turret!
0x1c7a72cb	0x14b0	0xa8	1	52	246	It has to stop moving while it's firing.
0x1c7a72cb	0x1560	0x6d	0	55	246	Now! Somebody get into the AI pod!
0x1c7a72cb	0x15d0	0x5f	0	39	246	See the ladder on the turret?
0x1c7a72cb	0x1630	0xb9	0	70	246	The shock dislodged the ladder on the side of the treads!
0x1c7a72cb	0x1630	0xb9	1	44	246	You can use that to get on top!
0x1c7a72cb	0x16f0	0x8c	0	87	246	Look at the size of that thing! It's like a battleship on treads!
0x1c7a72cb	0x1780	0x95	0	29	246	It is so big...
0x1c7a72cb	0x1780	0x95	1	52	246	I do not know about this one, Snake...
0x1c7a72cb	0x1820	0xb5	0	65	246	Seeing it in action... It, it's nothing like the tests.
0x1c7a72cb	0x1820	0xb5	1	48	246	It's like ten times as wild and crazy.
0x1c7a72cb	0x18e0	0xc2	0	57	246	This is better than the tests!
0x1c7a72cb	0x18e0	0xc2	1	72	246	That thing can MOVE... If I do say so myself.
0x1c7a72cb	0x19b0	0x9b	0	103	246	Look at that thing run amock... Would you believe I made it?
0x1c7a72cb	0x1a50	0x72	0	71	246	Heads up, Snake! The turret's back online!
0x1c7a72cb	0x1ad0	0x85	0	87	246	It's attacking you directly with its arm! Keep an eye on the turret!
0x1c7a72cb	0x1b60	0x7c	0	71	246	You're gonna want to take out that weapon before jumping on.
0x1c7a72cb	0x1be0	0x81	0	87	246	Use <I=ACT>! You don't wanna get crushed!
0x1c7a72cb	0x1c70	0x4f	0	23	246	Bra-VO! Great job!
0x1c7a72cb	0x1cc0	0xb3	0	47	246	Looks like it's cooling down.
0x1c7a72cb	0x1cc0	0xb3	1	67	246	Stop it again - you don't want that thing mobile!
0x1c7a72cb	0x1d80	0x9e	0	43	246	Maybe you could buy some time
0x1c7a72cb	0x1d80	0x9e	1	38	246	by attacking the AI pod!
0x1c7a72cb	0x1e20	0xac	0	46	246	Don't attack the AI pod too much
0x1c7a72cb	0x1e20	0xac	1	51	246	or you might break the memory boards.
0x1c7a72cb	0x1ed0	0xa8	0	40	246	Get close to the AI pod
0x1c7a72cb	0x1ed0	0xa8	1	58	246	and press <I=ACT> when the icon shows up!
0x1c7a72cb	0x1f80	0x101	0	110	246	Apparently each part of an AI weapon is connected to a memory board inside the AI pod.
0x1c7a72cb	0x1f80	0x101	1	84	246	Destroying a part will release the lock on the memory board.
0x1c7a72cb	0x2090	0x61	0	55	246	Use a roll to get in!
0x1c7a72cb	0x2100	0x4f	0	23	246	Use the ladder!
0x1c7a72cb	0x2150	0x86	0	87	246	The arm - it's reactivated! Try and finish it off for good!
0x1c7a72cb	0x21e0	0x9a	0	27	246	Get out of there! Run!
0x1c7a72cb	0x21e0	0x9a	1	54	246	Hiding won't do anything against a gun like that!
0x1c7a72cb	0x2280	0x5c	0	39	246	Guided missile! Shoot it down!
0x1c7a72cb	0x22e0	0x61	0	55	246	They've got a lock on you! Move it!
0x1c7a72cb	0x2350	0x6b	0	55	246	If you could get in the AI pod...
0x1c7a72cb	0x23c0	0x79	0	71	246	That armor looks thick. Try to find a weak spot!
0x1c7a72cb	0x2440	0x76	0	71	246	Aim for the radiators on the lower part of its body.
0x1c7a72cb	0x24c0	0x5a	0	39	246	Now's your chance to get in!
0x1c7a72cb	0x2520	0x86	0	87	246	The armor shielding the turret's radiator unit is relatively thin.
0x1c7a72cb	0x25b0	0x7c	0	71	246	Shoot at the base of the arm to disable it!
0x1c7a72cb	0x2630	0x77	0	71	246	The turret will knock you back. Stop the tank first!
0x1c7a72cb	0x26b0	0x7d	0	71	246	It's trying to shake you off! Stop the tank first!
0x1c7a72cb	0x2730	0x66	0	55	246	You should take out that weapon first.
0x1c7a72cb	0x27a0	0x69	0	55	246	It's reloading missiles. Now's your chance!
0x1c7a72cb	0x2810	0x55	0	39	246	Now, close in on it!
0x1c7a72cb	0x2870	0x74	0	71	246	It's about to eject the AI pod! Hurry!
0x1c7a72cb	0x28f0	0x77	0	71	246	It's going to shake you off! Change your position.
0x1c7a72cb	0x2970	0x69	0	55	246	Good, now get in the AI pod!
0x1c7a72cb	0x29e0	0x65	0	55	246	Now! Get inside the AI pod!
0x1c7a72cb	0x2a50	0x67	0	55	246	The AI pod is open - get inside!
0x1c7a72cb	0x2ac0	0x6c	0	55	246	Aim for the legs. Trip it up!
0x1c7a72cb	0x2b30	0x74	0	71	246	Get too close and it'll use that flamethrower!
0x1c7a72cb	0x2bb0	0x78	0	71	246	Watch out, it can fire those missiles backwards, too.
0x1c7a72cb	0x2c30	0x68	0	55	246	Careful not to let it step on you!
0x1c7a72cb	0x2ca0	0x53	0	39	246	OK, now's your chance!
0x1c7a72cb	0x2d00	0x52	0	39	246	Now! Now!
0x1c7a72cb	0x2d60	0x56	0	39	246	Cluster bombs!
0x1c7a72cb	0x2dc0	0x6a	0	55	246	Shoot it down before it hits!
0x1c7a72cb	0x2e30	0x6f	0	55	246	Quick, tap <I=ACT> as fast as you can!
0x1c7a72cb	0x2ea0	0x80	0	71	246	Help each other get out before you get crushed!
0x1c7a72cb	0x2f20	0x64	0	55	246	Holy...!! What just happened there?!
0x1c7a72cb	0x2f90	0x7e	0	71	246	She telegraphs her flame attack - watch for it.
0x1c7af2cb	0x0	0xc6	0	79	264	The enemy's still on high alert after that last tangle.
0x1c7af2cb	0x0	0xc6	1	50	264	Don't get yourself caught.
0x1c7af2cb	0xd0	0x76	0	71	264	Careful now. Security's pretty tight.
0x1c7af2cb	0x150	0x6c	0	55	264	That elevator should take you underground.
0x1c7af2cb	0x1c0	0x8c	0	87	264	They left the elevator practically unguarded. It's wide open, Snake!
0x1c7af2cb	0x250	0x6f	0	55	264	Peace Walker's down there. Use the elevator.
0x1c7af2cb	0x2c0	0x7a	0	71	264	To use the elevator, press <I=ACT> in front of the switch.
0x1c7af2cb	0x340	0x93	0	103	264	Hide until the elevator arrives. Don't let anyone detect you.
0x1c7af2cb	0x3e0	0xc3	0	76	264	It's too risky to use the elevator during a state of alert!
0x1c7af2cb	0x3e0	0xc3	1	54	264	Wait until things cool down a little.
0x1c7af2cb	0x4b0	0xd3	0	95	264	No it's NOT a good idea to ride the elevator when the enemy's seen you!
0x1c7af2cb	0x4b0	0xd3	1	50	264	Get your ass out of sight!
0x1c7af2cb	0x590	0xc4	0	67	264	It's gonna be tough getting onto that elevator...
0x1c7af2cb	0x590	0xc4	1	62	264	Can you see any other way to get downstairs?
0x1c7af2cb	0x660	0x8e	0	87	264	Looks like the door won't open with the security level so high.
0x1c7af2cb	0x6f0	0xb6	0	42	264	That thing's pretty high up there.
0x1c7af2cb	0x6f0	0xb6	1	72	264	If you were that high, you might be able to spot hidden enemies.
0x1c7af2cb	0x7b0	0xb9	0	47	264	That tank is tall like el basilisco.
0x1c7af2cb	0x7b0	0xb9	1	67	264	I bet if you climbed on top you'd get a real clear view.
0x1c7af2cb	0x870	0xb6	0	68	264	It's going to be tough getting near that elevator.
0x1c7af2cb	0x870	0xb6	1	45	264	Can't you find another way?
0x1c7af2cb	0x930	0x69	0	55	264	Maybe that leads underground...
0x1c7af2cb	0x9a0	0x9f	0	35	264	The elevator's too risky.
0x1c7af2cb	0x9a0	0x9f	1	47	264	Use the stairway to get below ground.
0x1c7af2cb	0xa40	0xa8	0	54	264	Is something wrong? Keep moving forward.
0x1c7af2cb	0xa40	0xa8	1	44	264	And careful not to get caught.
0x1c7af2cb	0xaf0	0x69	0	55	264	Push the door! Use <I=ACT>!
0x1c7af2cb	0xb60	0x66	0	55	264	Push <I=ACT> to open those shutters!
0x1c7af2cb	0xbd0	0x6a	0	55	264	Tap <I=ACT> when the icon appears.
0x1c7af2cb	0xc40	0x97	0	103	264	These are all... I had no idea they made so many AI weapons.
0x1c7af2cb	0xce0	0xc5	0	70	264	That must be the control panel for loading AI pods.
0x1c7af2cb	0xce0	0xc5	1	60	264	I don't see any AI pods around, though...
0x1c7af2cb	0xdb0	0x87	0	87	264	So now your goal's to destroy Peace Walker's AI pod. ...Right?
0x1c7af2cb	0xe40	0x83	0	87	264	Find Peace Walker's hangar and destroy the AI pod.
0x1c7af2cb	0xed0	0x85	0	87	264	The hangar where they're storing Peace Walker must be around here somewhere.
0x1c7af2cb	0xf60	0x94	0	32	264	Time's running short.
0x1c7af2cb	0xf60	0x94	1	49	264	Get over to Peace Walker's hangar now.
0x1c7af2cb	0x1000	0x76	0	71	264	They're prepping Peace Walker for activation. Hurry!
0x1c7b72cb	0x0	0xc2	0	82	270	That door won't open until the state of alert's lifted.
0x1c7b72cb	0x0	0xc2	1	48	270	Hang tight 'til then.
0x1c7b72cb	0xd0	0x8e	0	87	270	Looks like the door won't open with the security level so high.
0x1c7b72cb	0x160	0xc0	0	86	270	Enemies that coordinate their attacks are too much trouble when you're solo.
0x1c7b72cb	0x160	0xc0	1	27	270	Just steer clear.
0x1c7b72cb	0x220	0x83	0	87	270	Find Peace Walker's hangar and destroy the AI pod.
0x1c7b72cb	0x2b0	0x85	0	87	270	The hangar where they're storing Peace Walker must be around here somewhere.
0x1c7b72cb	0x340	0x94	0	32	270	Time's running short.
0x1c7b72cb	0x340	0x94	1	49	270	Get over to Peace Walker's hangar now.
0x1c7b72cb	0x3e0	0x76	0	71	270	They're prepping Peace Walker for activation. Hurry!
0x1c7bf2cb	0x0	0x87	0	87	276	Alright, Peace Walker can't be far! Hurry!
0x1c7bf2cb	0x90	0xce	0	75	276	Maybe a little elbow grease will get those shutters open...
0x1c7bf2cb	0x90	0xce	1	55	276	Try tapping <I=ACT> as fast as you can!
0x1c7bf2cb	0x160	0xbd	0	74	276	Maybe a little elbow grease will open those shutters...
0x1c7bf2cb	0x160	0xbd	1	39	276	Try tapping <I=ACT>!
0x1c7bf2cb	0x220	0x66	0	55	276	Push <I=ACT> to open those shutters!
0x1c7bf2cb	0x290	0x5f	0	39	276	Open the shutter with <I=ACT>!
0x1c7bf2cb	0x2f0	0x6a	0	55	276	Tap <I=ACT> when the icon appears.
0x1c7bf2cb	0x360	0x65	0	55	276	Press <I=ACT> to open the shutters!
0x1c7bf2cb	0x3d0	0xae	0	49	276	Peace Walker's behind those shutters...
0x1c7bf2cb	0x3d0	0xae	1	48	276	This is it. Push <I=ACT> to open them.
0x1c7bf2cb	0x480	0xa6	0	45	276	Peace Walker is just up ahead.
0x1c7bf2cb	0x480	0xa6	1	52	276	Open the shutters and proceed inside.
0x1c7bf2cb	0x530	0xc2	0	61	276	So much for the frontal approach... Wait,
0x1c7bf2cb	0x530	0xc2	1	69	276	what if you got behind them from the upstairs...?
0x1c7bf2cb	0x600	0x97	0	103	276	Nice, Snake! From here it's a straight shot to Peace Walker's hangar!
0x1c7bf2cb	0x6a0	0xd7	0	83	276	That was some crazy button tapping, Snake! I knew you could do it!
0x1c7bf2cb	0x6a0	0xd7	1	63	276	Only a little bit further to Peace Walker now!
0x1c7bf2cb	0x780	0x83	0	87	276	Find Peace Walker's hangar and destroy the AI pod.
0x1c7bf2cb	0x810	0x85	0	87	276	The hangar where they're storing Peace Walker must be around here somewhere.
0x1c7bf2cb	0x8a0	0x94	0	32	276	Time's running short.
0x1c7bf2cb	0x8a0	0x94	1	49	276	Get over to Peace Walker's hangar now.
0x1c7bf2cb	0x940	0x76	0	71	276	They're prepping Peace Walker for activation. Hurry!
0x1c7c72cb	0x0	0x71	0	71	282	Isn't there some way to bust that lock?
0x1c7c72cb	0x80	0x70	0	55	282	The jigsaw, Snake - that'll get you out of there.
0x1c7c72cb	0xf0	0x6f	0	55	282	Couldn't you unlock that door somehow?
0x1c7c72cb	0x160	0x7b	0	71	282	What about the ID card, Snake? Give it a try.
0x1c7c72cb	0x1e0	0x95	0	35	282	They took the jigsaw?
0x1c7c72cb	0x1e0	0x95	1	47	282	There's got to be some other way.
0x1c7c72cb	0x280	0xb1	0	36	282	They took the card?
0x1c7c72cb	0x280	0xb1	1	77	282	We'd better think of some other way to get you out of there.
0x1c7c72cb	0x340	0xb8	0	52	282	You lost both the jigsaw and the ID card?
0x1c7c72cb	0x340	0xb8	1	61	282	I guess we'll have to come up with something else.
0x1c7c72cb	0x400	0x129	0	58	282	Don't just stand there. Try something else.
0x1c7c72cb	0x400	0x129	1	73	282	Good thing there are two of you. It'd be impossible alone.
0x1c7c72cb	0x400	0x129	2	72	282	Work together and you should be able to get out of there.
0x1c7c72cb	0x530	0xd6	0	59	282	Look around. Analyze the situation.
0x1c7c72cb	0x530	0xd6	1	87	282	I bet you can find a way out if you work with your buddy there.
0x1c7c72cb	0x610	0x112	0	73	282	I bet you could extend your reach if you work together.
0x1c7c72cb	0x610	0x112	1	76	282	Isn't there some sort of opening you could escape through?
0x1c7c72cb	0x610	0x112	2	39	282	Look around. Look up.
0x1c7c72cb	0x730	0xc9	0	74	282	Press the icon buttons alternately to use the jigsaw.
0x1c7c72cb	0x730	0xc9	1	56	282	But try not to make too much noise.
0x1c7c72cb	0x800	0xc5	0	77	282	Use the jigsaw by alternating between the icon\\nbuttons.
0x1c7c72cb	0x800	0xc5	1	52	282	Just make sure to keep it down.
0x1c7c72cb	0x8d0	0x7b	0	71	282	Looks like they've finished their little Q&A session.
0x1c7c72cb	0x950	0x92	0	103	282	Guess it's over for now. Let's hope there's no permanent damage.
0x1c7c72cb	0x9f0	0xcb	0	71	282	Looks like your buddy didn't tell them anything.
0x1c7c72cb	0x9f0	0xcb	1	59	282	You sure know how to pick 'em, Boss.
0x1c7c72cb	0xac0	0x60	0	39	282	This is bad, Snake. Hang in there.
0x1c7c72cb	0xb20	0x67	0	55	282	Sure hope you come back in one piece.
0x1c7c72cb	0xb90	0x5f	0	39	282	Don't break! We're counting on you!
0x1c7c72cb	0xbf0	0x65	0	55	282	You plan on leaving your comrades behind?
0x1c7c72cb	0xc60	0x80	0	71	282	Escape with your comrades. Leave no man behind.
0x1c7c72cb	0xce0	0x73	0	71	282	Can't you unlock your comrade's cell?
0x1c7c72cb	0xd60	0x74	0	71	282	Unlock the cell doors from the control room.
0x1c7c72cb	0xde0	0x8a	0	87	282	Find a way to help your comrades, Snake. Don't leave without them.
0x1c7c72cb	0xe70	0xe9	0	84	282	Snake, that door won’t open while the base is on high alert.
0x1c7c72cb	0xe70	0xe9	1	77	282	You'll have to wait until the security level's lowered.
0x1c7c72cb	0xf60	0x94	0	32	282	Time's running short.
0x1c7c72cb	0xf60	0x94	1	49	282	Get over to Peace Walker's hangar now.
0x1c7c72cb	0x1000	0x76	0	71	282	They're prepping Peace Walker for activation. Hurry!
0x1c79f30b	0x0	0x8a	0	87	294	See the communications tower to the west? Head for that, Snake.
0x1c79f30b	0x90	0xc7	0	57	294	Soviet soldiers? On an American base?
0x1c79f30b	0x90	0xc7	1	72	294	Something's wrong here. Keep your eyes peeled, Boss.
0x1c79f30b	0x160	0x86	0	87	294	Head for the communications tower. It's to your west
0x1c79f30b	0x1f0	0x82	0	87	294	If they fire that nuke, it could kill millions of birds...
0x1c79f30b	0x280	0x6b	0	55	294	You can't let them launch that nuke!
0x1c79f30b	0x2f0	0xc5	0	84	294	There's no doubt about it - this place has been taken over by Soviet troops.
0x1c79f30b	0x2f0	0xc5	1	46	294	What the hell's been going on here...?
0x1c79f30b	0x3c0	0xb6	0	35	294	Soviet soldiers...?
0x1c79f30b	0x3c0	0xb6	1	78	294	They certainly look different from the people who captured me.
0x1c7a730b	0x0	0xac	0	53	300	The only way you're getting to that control tower
0x1c7a730b	0x0	0xac	1	45	300	is by crossing over to the opposite bank.
0x1c7a730b	0xb0	0xa5	0	38	300	Looks like a repair dock.
0x1c7a730b	0xb0	0xa5	1	59	300	And it connects to that canal beyond the gate.
0x1c7a730b	0x160	0x5d	0	39	300	Ugh, this place is a mess...
0x1c7a730b	0x1c0	0xba	0	46	300	Those docks are well appointed.
0x1c7a730b	0x1c0	0xba	1	67	300	They'd be great as a base for outfitting AI weapons.
0x1c7a730b	0x280	0xb0	0	31	300	That dock is enormous...
0x1c7a730b	0x280	0xb0	1	67	300	Just imagine if los nicos had access to something like that.
0x1c7a730b	0x330	0xb5	0	38	300	That place is crazy.
0x1c7a730b	0x330	0xb5	1	75	300	I'm fine in the woods, but I'd get lost there in no time.
0x1c7a730b	0x3f0	0xc4	0	71	300	The security is tighter around the central region.
0x1c7a730b	0x3f0	0xc4	1	59	300	Might be best to find another route...
0x1c7a730b	0x4c0	0xbd	0	54	300	Looks like this is the end of the road...
0x1c7a730b	0x4c0	0xbd	1	59	300	Head for the communications tower to the west.
0x1c7a730b	0x580	0x63	0	55	300	Your objective lies beyond the gate.
0x1c7a730b	0x5f0	0xc5	0	62	300	I'm seeing a heavy enemy presence on the other bank.
0x1c7a730b	0x5f0	0xc5	1	67	300	Proceed with caution - you've still got a long way to go.
0x1c7a730b	0x6c0	0x86	0	87	300	Head for the communications tower. It's to your west
0x1c7a730b	0x750	0x82	0	87	300	If they fire that nuke, it could kill millions of birds...
0x1c7a730b	0x7e0	0x6b	0	55	300	You can't let them launch that nuke!
0x1c7a730b	0x850	0x8f	0	87	300	Don't let them launch that nuke! Get to the control tower!
0x1c7a730b	0x8e0	0x7e	0	71	300	Those poor seabirds... Snake, you have to stop the launch!
0x1c7a730b	0x960	0x5b	0	39	300	Head for the control tower!
0x1c7a730b	0x9c0	0xc5	0	84	300	There's no doubt about it - this place has been taken over by Soviet troops.
0x1c7a730b	0x9c0	0xc5	1	46	300	What the hell's been going on here...?
0x1c7a730b	0xa90	0xb6	0	35	300	Soviet soldiers...?
0x1c7a730b	0xa90	0xb6	1	78	300	They certainly look different from the people who captured me.
0x1c7a730b	0xb50	0x9a	0	103	300	Chaff, that's it! Use a chaff grenade to shut that thing down!
0x1c7a730b	0xbf0	0xc0	0	85	300	That thing has to hover in mid-air occasionally to acquire its target.
0x1c7a730b	0xbf0	0xc0	1	29	300	Shoot it then!
0x1c7a730b	0xcb0	0xac	0	57	300	Weapons that cause electronic interference
0x1c7a730b	0xcb0	0xac	1	40	300	should also be effective!
0x1c7af30b	0x0	0xa1	0	59	306	The control tower that's controlling Peace Walker
0x1c7af30b	0x0	0xa1	1	38	306	is located to the northeast.
0x1c7af30b	0xb0	0x8c	0	87	306	Go back east the way you came. Then head north from there.
0x1c7af30b	0x140	0x7a	0	71	306	Careful now. There's almost nowhere to hide here.
0x1c7af30b	0x1c0	0x81	0	87	306	I do not like it, Boss... This place is ripe for an ambush.
0x1c7af30b	0x250	0x7f	0	71	306	You see the control tower, right?! Keep moving! Hurry!
0x1c7af30b	0x2d0	0x5d	0	39	306	The control tower! Hurry!
0x1c7af30b	0x330	0x8c	0	87	306	Watch your step, Snake. You won't survive that fall.
0x1c7af30b	0x3c0	0x70	0	55	306	Be careful. Birds can fly, but we cannot.
0x1c7af30b	0x430	0xbe	0	70	306	Don't fall in... unless of course you have rocket boosters
0x1c7af30b	0x430	0xbe	1	43	306	on your uniform or something...
0x1c7af30b	0x4f0	0x86	0	87	306	Head for the communications tower. It's to your west
0x1c7af30b	0x580	0x82	0	87	306	If they fire that nuke, it could kill millions of birds...
0x1c7af30b	0x610	0x6b	0	55	306	You can't let them launch that nuke!
0x1c7af30b	0x680	0x8f	0	87	306	Don't let them launch that nuke! Get to the control tower!
0x1c7af30b	0x710	0x7e	0	71	306	Those poor seabirds... Snake, you have to stop the launch!
0x1c7af30b	0x790	0x5b	0	39	306	Head for the control tower!
0x1c7af30b	0x7f0	0xc5	0	84	306	There's no doubt about it - this place has been taken over by Soviet troops.
0x1c7af30b	0x7f0	0xc5	1	46	306	What the hell's been going on here...?
0x1c7af30b	0x8c0	0xb6	0	35	306	Soviet soldiers...?
0x1c7af30b	0x8c0	0xb6	1	78	306	They certainly look different from the people who captured me.
0x1c7af30b	0x980	0x9a	0	103	306	Chaff, that's it! Use a chaff grenade to shut that thing down!
0x1c7af30b	0xa20	0xc0	0	85	306	That thing has to hover in mid-air occasionally to acquire its target.
0x1c7af30b	0xa20	0xc0	1	29	306	Shoot it then!
0x1c7af30b	0xae0	0xac	0	57	306	Weapons that cause electronic interference
0x1c7af30b	0xae0	0xac	1	40	306	should also be effective!
0x1c7b730b	0x0	0xb6	0	56	312	This terrain leaves you completely exposed.
0x1c7b730b	0x0	0xb6	1	58	312	Can't you make something to conceal yourself?
0x1c7b730b	0xc0	0x63	0	55	312	RPGs... This could be trouble.
0x1c7b730b	0x130	0x7c	0	71	312	Rocket launchers... Great, just what we need.
0x1c7b730b	0x1b0	0xa0	0	103	312	Bet you could really screw the enemy over by dropping that bridge...
0x1c7b730b	0x250	0x77	0	71	312	Taking down that bridge could be to your advantage...
0x1c7b730b	0x2d0	0xc8	0	60	312	Are you trying to get killed?! Find cover!
0x1c7b730b	0x2d0	0xc8	1	70	312	There's gotta be something around there you can use!
0x1c7b730b	0x3a0	0x8f	0	87	312	Don't let them launch that nuke! Get to the control tower!
0x1c7b730b	0x430	0x7e	0	71	312	Those poor seabirds... Snake, you have to stop the launch!
0x1c7b730b	0x4b0	0x6b	0	55	312	You can't let them launch that nuke!
0x1c7b730b	0x520	0x5b	0	39	312	Head for the control tower!
0x1c7b730b	0x580	0x9a	0	103	312	Chaff, that's it! Use a chaff grenade to shut that thing down!
0x1c7b730b	0x620	0xc0	0	85	312	That thing has to hover in mid-air occasionally to acquire its target.
0x1c7b730b	0x620	0xc0	1	29	312	Shoot it then!
0x1c7b730b	0x6e0	0xac	0	57	312	Weapons that cause electronic interference
0x1c7b730b	0x6e0	0xac	1	40	312	should also be effective!
0x1c7b730b	0x790	0x5e	0	39	312	Hey, nothing over there.
0x1c7b730b	0x7f0	0x72	0	71	312	The control tower! Head for the control tower!
0x1c7b730b	0x870	0x4f	0	23	312	Head north.
0x1c7bf30b	0x0	0x6b	0	55	318	Remember what it does before it charges!
